,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
51,51,Quantum state,http://dbpedia.org/resource/Quantum_state,http://en.wikipedia.org/wiki/Quantum_state,"In quantum physics, a quantum state is a mathematical entity that provides a probability distribution for the outcomes of each possible measurement on a system. Knowledge of the quantum state together with the rules for the system's evolution in time exhausts all that can be predicted about the system's behavior. A mixture of quantum states is again a quantum state. Quantum states that cannot be written as a mixture of other states are called pure quantum states, while all other states are called mixed quantum states. A pure quantum state can be represented by a ray in a Hilbert space over the complex numbers, while mixed states are represented by density matrices, which are positive semidefinite operators that act on Hilbert spaces. Pure states are also known as state vectors or wave functions, the latter term applying particularly when they are represented as functions of position or momentum. For example, when dealing with the energy spectrum of the electron in a hydrogen atom, the relevant state vectors are identified by the principal quantum number n, the angular momentum quantum number ℓ, the magnetic quantum number m, and the spin z-component sz. For another example, if the spin of an electron is measured in any direction, e.g. with a Stern–Gerlach experiment, there are two possible results: up or down. The Hilbert space for the electron's spin is therefore two-dimensional, constituting a qubit. A pure state here is represented by a two-dimensional complex vector , with a length of one; that is, with where and are the absolute values of and . A mixed state, in this case, has the structure of a matrix that is Hermitian and positive semi-definite, and has trace 1. A more complicated case is given (in bra–ket notation) by the singlet state, which exemplifies quantum entanglement:which involves superposition of joint spin states for two particles with spin 1⁄2. The singlet state satisfies the property that if the particles' spins are measured along the same direction then either the spin of the first particle is observed up and the spin of the second particle is observed down, or the first one is observed down and the second one is observed up, both possibilities occurring with equal probability. A mixed quantum state corresponds to a probabilistic mixture of pure states; however, different distributions of pure states can generate equivalent (i.e., physically indistinguishable) mixed states. The Schrödinger–HJW theorem classifies the multitude of ways to write a given mixed state as a convex combination of pure states. Before a particular measurement is performed on a quantum system, the theory gives only a probability distribution for the outcome, and the form that this distribution takes is completely determined by the quantum state and the linear operators describing the measurement. Probability distributions for different measurements exhibit tradeoffs exemplified by the uncertainty principle: a state that implies a narrow spread of possible outcomes for one experiment necessarily implies a wide spread of possible outcomes for another.",8138931166224946294,related_concept,Selection rule,2024-11-18 23:15:04.822,['Quantum state'],"['Quantum mechanics', 'Quantum state', 'Wave function']",set(),set(),0,0,5.518409812689854e-307
52,52,Molecule,http://dbpedia.org/resource/Molecule,http://en.wikipedia.org/wiki/Molecule,"A molecule is a group of two or more atoms held together by attractive forces known as chemical bonds; depending on context, the term may or may not include ions which satisfy this criterion. In quantum physics, organic chemistry, and biochemistry, the distinction from ions is dropped and molecule is often used when referring to polyatomic ions. A molecule may be homonuclear, that is, it consists of atoms of one chemical element, e.g. two atoms in the oxygen molecule (O2); or it may be heteronuclear, a chemical compound composed of more than one element, e.g. water (two hydrogen atoms and one oxygen atom; H2O). In the kinetic theory of gases, the term molecule is often used for any gaseous particle regardless of its composition. This relaxes the requirement that a molecule contains two or more atoms, since the noble gases are individual atoms. Atoms and complexes connected by non-covalent interactions, such as hydrogen bonds or ionic bonds, are typically not considered single molecules. Concepts similar to molecules have been discussed since ancient times, but modern investigation into the nature of molecules and their bonds began in the 17th century. Refined over time by scientists such as Robert Boyle, Amedeo Avogadro, Jean Perrin, and Linus Pauling, the study of molecules is today known as molecular physics or molecular chemistry.",2659137331985711309,related_concept,Selection rule,2024-11-18 23:15:04.822,[],"['Molecule', 'Chemistry']",set(),set(),0,0,0.08984642221276586
53,53,Quantum mechanics,http://dbpedia.org/resource/Quantum_mechanics,http://en.wikipedia.org/wiki/Quantum_mechanics,"Quantum mechanics is a fundamental theory in physics that provides a description of the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics including quantum chemistry, quantum field theory, quantum technology, and quantum information science. Classical physics, the collection of theories that existed before the advent of quantum mechanics, describes many aspects of nature at an ordinary (macroscopic) scale, but is not sufficient for describing them at small (atomic and subatomic) scales. Most theories in classical physics can be derived from quantum mechanics as an approximation valid at large (macroscopic) scale. Quantum mechanics differs from classical physics in that energy, momentum, angular momentum, and other quantities of a bound system are restricted to discrete values (quantization); objects have characteristics of both particles and waves (wave–particle duality); and there are limits to how accurately the value of a physical quantity can be predicted prior to its measurement, given a complete set of initial conditions (the uncertainty principle). Quantum mechanics arose gradually from theories to explain observations which could not be reconciled with classical physics, such as Max Planck's solution in 1900 to the black-body radiation problem, and the correspondence between energy and frequency in Albert Einstein's 1905 paper which explained the photoelectric effect. These early attempts to understand microscopic phenomena, now known as the ""old quantum theory"", led to the full development of quantum mechanics in the mid-1920s by Niels Bohr, Erwin Schrödinger, Werner Heisenberg, Max Born, Paul Dirac and others. The modern theory is formulated in various specially developed mathematical formalisms. In one of them, a mathematical entity called the wave function provides information, in the form of probability amplitudes, about what measurements of a particle's energy, momentum, and other physical properties may yield.",3530940100390858336,related_concept,Selection rule,2024-11-18 23:15:04.822,['Quantum mechanics'],['Quantum mechanics'],set(),set(),0,0,5.5419497411089225e-307
54,54,Chemistry,http://dbpedia.org/resource/Chemistry,http://en.wikipedia.org/wiki/Chemistry,"Chemistry is the scientific study of the properties and behavior of matter. It is a natural science that covers the elements that make up matter to the compounds made of atoms, molecules and ions: their composition, structure, properties, behavior and the changes they undergo during a reaction with other substances. Chemistry also addresses the nature of chemical bonds in chemical compounds. In the scope of its subject, chemistry occupies an intermediate position between physics and biology. It is sometimes called the central science because it provides a foundation for understanding both basic and applied scientific disciplines at a fundamental level. For example, chemistry explains aspects of plant growth (botany), the formation of igneous rocks (geology), how atmospheric ozone is formed and how environmental pollutants are degraded (ecology), the properties of the soil on the moon (cosmochemistry), how medications work (pharmacology), and how to collect DNA evidence at a crime scene (forensics).",5194369043403878023,related_concept,Selection rule,2024-11-18 23:15:04.822,['Chemistry'],"['Chemistry', 'Molecule', 'Chemical reaction']",set(),set(),0,0,0.16990889185611407
55,55,Propagator,http://dbpedia.org/resource/Propagator,http://en.wikipedia.org/wiki/Propagator,"In quantum mechanics and quantum field theory, the propagator is a function that specifies the probability amplitude for a particle to travel from one place to another in a given period of time, or to travel with a certain energy and momentum. In Feynman diagrams, which serve to calculate the rate of collisions in quantum field theory, virtual particles contribute their propagator to the rate of the scattering event described by the respective diagram. These may also be viewed as the inverse of the wave operator appropriate to the particle, and are, therefore, often called (causal) Green's functions (called ""causal"" to distinguish it from the elliptic Laplacian Green's function).",7593703388624377849,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Propagator'],set(),set(),0,0,0.045444101867520834
56,56,Quantum number,http://dbpedia.org/resource/Quantum_number,http://en.wikipedia.org/wiki/Quantum_number,"In quantum physics and chemistry, quantum numbers describe values of conserved quantities in the dynamics of a quantum system. Quantum numbers correspond to eigenvalues of operators that commute with the Hamiltonian—quantities that can be known with precision at the same time as the system's energy—and their corresponding eigenspaces. Together, a specification of all of the quantum numbers of a quantum system fully characterize a basis state of the system, and can in principle be measured together. An important aspect of quantum mechanics is the quantization of many observable quantities of interest. In particular, this leads to quantum numbers that take values in discrete sets of integers or half-integers; although they could approach infinity in some cases. This distinguishes quantum mechanics from classical mechanics where the values that characterize the system such as mass, charge, or momentum, all range continuously. Quantum numbers often describe specifically the energy levels of electrons in atoms, but other possibilities include angular momentum, spin, etc. An important family is flavour quantum numbers – internal quantum numbers which determine the type of a particle and its interactions with other particles through the fundamental forces. Any quantum system can have one or more quantum numbers; it is thus difficult to list all possible quantum numbers.",6958495262164494693,related_concept,Selection rule,2024-11-18 23:15:04.822,['Quantum number'],['Quantum number'],set(),set(),0,0,5.5025467640965905e-307
57,57,Chemical reaction,http://dbpedia.org/resource/Chemical_reaction,http://en.wikipedia.org/wiki/Chemical_reaction,"A chemical reaction is a process that leads to the chemical transformation of one set of chemical substances to another. Classically, chemical reactions encompass changes that only involve the positions of electrons in the forming and breaking of chemical bonds between atoms, with no change to the nuclei (no change to the elements present), and can often be described by a chemical equation. Nuclear chemistry is a sub-discipline of chemistry that involves the chemical reactions of unstable and radioactive elements where both electronic and nuclear changes can occur. The substance (or substances) initially involved in a chemical reaction are called reactants or reagents. Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants. Reactions often consist of a sequence of individual sub-steps, the so-called elementary reactions, and the information on the precise course of action is part of the reaction mechanism. Chemical reactions are described with chemical equations, which symbolically present the starting materials, end products, and sometimes intermediate products and reaction conditions. Chemical reactions happen at a characteristic reaction rate at a given temperature and chemical concentration. Typically, reaction rates increase with increasing temperature because there is more thermal energy available to reach the activation energy necessary for breaking bonds between atoms.Reactions may proceed in the forward or reverse direction until they go to completion or reach equilibrium. Reactions that proceed in the forward direction to approach equilibrium are often described as spontaneous and reduce the free energy if they occur at constant temperature and pressure. Non-spontaneous reactions require an input of energy to go forward (examples include charging a battery driven by an external electrical power source, or photosynthesis driven by absorption of electromagnetic radiation usually in the form of sunlight). A reaction may be classified as redox in which oxidation and reduction occur or nonredox in which there is no oxidation and reduction occurring. Most simple redox reactions may be classified as a combination, decomposition, or single displacement reaction. Different chemical reactions are used during chemical synthesis in order to obtain the desired product. In biochemistry, a consecutive series of chemical reactions (where the product of one reaction is the reactant of the next reaction) form metabolic pathways. These reactions are often catalyzed by protein enzymes. Enzymes increase the rates of biochemical reactions, so that metabolic syntheses and decompositions impossible under ordinary conditions can occur at the temperature and concentrations present within a cell. The general concept of a chemical reaction has been extended to reactions between entities smaller than atoms, including nuclear reactions, radioactive decays and reactions between elementary particles, as described by quantum field theory.",6483929645740256397,related_concept,Selection rule,2024-11-18 23:15:04.822,['Chemical reaction'],['Chemical reaction'],set(),set(),0,0,0.1522412198883606
58,58,Forbidden transition,http://dbpedia.org/resource/Forbidden_transition,http://en.wikipedia.org/wiki/Forbidden_transition,,5561357364508865430,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Forbidden transition'],set(),set(),0,0,0.4677147697380328
59,59,Overtone band,http://dbpedia.org/resource/Overtone_band,http://en.wikipedia.org/wiki/Overtone_band,"In vibrational spectroscopy, an overtone band is the spectral band that occurs in a vibrational spectrum of a molecule when the molecule makes a transition from the ground state (v=0) to the second excited state (v=2), where v is the vibrational quantum number (a non-negative integer) obtained from solving the Schrödinger equation for the molecule. Generally, in order to study the vibrational spectra of molecules, chemical bond vibrations are assumed to be approximable as simple harmonic oscillators. Thus a quadratic potential is used in the Schrödinger equation to solve for the vibrational energy eigenstates and their eigenvalues.These energy states are quantized, meaning they can assume only some ""discrete"" values of energy. When electromagnetic radiation is shined on a sample, the molecules can absorb energy from the radiation and change their vibrational energy state. However, the molecules can absorb energy from radiation only under certain condition, namely- there should be a change in the electric dipole moment of the molecule when it is vibrating. This change in the electric dipole moment of the molecule leads to the transition dipole moment of the molecule, for transition from the lower to higher energy state, being non-zero which is an essential condition for any transition to take place in the vibrational state of the molecule (due to selection rules). Importantly, under the simple harmonic approximation, it can be shown that the transition dipole moment is non-zero only for transitions where ∆v=±1. Hence for an ideal, simple-harmonically vibrating bond, the vibrational spectrum contains no overtones.Of course, real molecules do not vibrate perfectly harmonically, because a bond's potential is not precisely quadratic but better approximated as a Morse potential. Solving the Schrödinger equation with the Morse potential for the molecule under consideration yields vibrational energy eigenstates with the interesting property that when one calculates transition dipole moments for various vibrational energy level transitions, the transition dipole moment is not zero for the transitions where ∆v=±2,±3,±4, etc. Thus, for real molecules, the allowed transitions are those for which ∆v=±1,±2,±3,±4, etc. The overtone band observed in the IR spectrum is one such transition with ∆v=2, from v=0 to v=2 energy state. It has been experimentally found that the intensity of the overtone band is very low compared to the , validating the harmonic approximation.",9066839214767996865,related_concept,Selection rule,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,5.558793134289227e-307
60,60,Angular momentum coupling,http://dbpedia.org/resource/Angular_momentum_coupling,http://en.wikipedia.org/wiki/Angular_momentum_coupling,"In quantum mechanics, the procedure of constructing eigenstates of total angular momentum out of eigenstates of separate angular momenta is called angular momentum coupling. For instance, the orbit and spin of a single particle can interact through spin–orbit interaction, in which case the complete physical picture must include spin–orbit coupling. Or two charged particles, each with a well-defined angular momentum, may interact by Coulomb forces, in which case coupling of the two one-particle angular momenta to a total angular momentum is a useful step in the solution of the two-particle Schrödinger equation.In both cases the separate angular momenta are no longer constants of motion, but the sum of the two angular momenta usually still is. Angular momentum coupling in atoms is of importance in atomic spectroscopy. Angular momentum coupling of electron spins is of importance in quantum chemistry. Also in the nuclear shell model angular momentum coupling is ubiquitous. In astronomy, spin–orbit coupling reflects the general law of conservation of angular momentum, which holds for celestial systems as well. In simple cases, the direction of the angular momentum vector is neglected, and the spin–orbit coupling is the ratio between the frequency with which a planet or other celestial body spins about its own axis to that with which it orbits another body. This is more commonly known as orbital resonance. Often, the underlying physical effects are tidal forces.",1344212138709876670,related_concept,Selection rule,2024-11-18 23:15:04.822,['Angular momentum coupling'],['Angular momentum coupling'],set(),set(),0,0,5.627484971061426e-307
61,61,Selection rule,http://dbpedia.org/resource/Selection_rule,http://en.wikipedia.org/wiki/Selection_rule,"In physics and chemistry, a selection rule, or transition rule, formally constrains the possible transitions of a system from one quantum state to another. Selection rules have been derived for electromagnetic transitions in molecules, in atoms, in atomic nuclei, and so on. The selection rules may differ according to the technique used to observe the transition. The selection rule also plays a role in chemical reactions, where some are formally spin-forbidden reactions, that is, reactions where the spin state changes at least once from reactants to products. In the following, mainly atomic and molecular transitions are considered.",4563683651352486421,main_concept,,2024-11-18 23:15:04.822,['Selection rule'],['Selection rule'],set(),set(),0,0,5.531426824689472e-307
62,62,Software-defined networking,http://dbpedia.org/resource/Software-defined_networking,http://en.wikipedia.org/wiki/Software-defined_networking,"Software-defined networking (SDN) technology is an approach to network management that enables dynamic, programmatically efficient network configuration in order to improve network performance and monitoring, making it more like cloud computing than traditional network management. SDN is meant to address the static architecture of traditional networks. SDN attempts to centralize network intelligence in one network component by disassociating the forwarding process of network packets (data plane) from the routing process (control plane). The control plane consists of one or more controllers, which are considered the brain of the SDN network where the whole intelligence is incorporated. However, centralization has its own drawbacks when it comes to security, scalability and elasticity and this is the main issue of SDN. SDN was commonly associated with the OpenFlow protocol (for remote communication with network plane elements for the purpose of determining the path of network packets across network switches) since the latter's emergence in 2011. However, since 2012, proprietary systems also used the term. These include Cisco Systems' Open Network Environment and Nicira's network virtualization platform. SD-WAN applies similar technology to a wide area network (WAN).",587559096788194393,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Software-defined networking'],"['Software-defined networking', 'Virtualization']",set(),set(),0,0,5.696192161219969e-307
63,63,Intelligent workload management,http://dbpedia.org/resource/Intelligent_workload_management,http://en.wikipedia.org/wiki/Intelligent_workload_management,"Intelligent workload management (IWM) is a paradigm for IT systems management arising from the intersection of dynamic infrastructure, virtualization, identity management, and the discipline of software appliance development. IWM enables the management and optimization of computing resources in a secure and compliant manner across physical, virtual and cloud environments to deliver business services for end customers. The IWM paradigm builds on the traditional concept of workload management whereby processing resources are dynamically assigned to tasks, or ""workloads,"" based on criteria such as business process priorities (for example, in balancing business intelligence queries against online transaction processing), resource availability, security protocols, or event scheduling, but extends the concept into the structure of individual workloads themselves.",1695902704232724158,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Intelligent workload management'],['Intelligent workload management'],set(),set(),0,0,0.0565416217479187
64,64,Software-defined infrastructure,http://dbpedia.org/resource/Software-defined_infrastructure,http://en.wikipedia.org/wiki/Software-defined_infrastructure,"Software-defined infrastructure (SDI) is the definition of technical computing infrastructure entirely under the control of software with no operator or human intervention. It operates independent of any hardware-specific dependencies and is programmatically extensible. In the SDI approach, an application's infrastructure requirements are defined declaratively (both functional and non-functional requirements) such that sufficient and appropriate hardware can be automatically derived and provisioned to deliver those requirements. Typical deployments require software-defined networking (SDN) and cloud computing capabilities as a minimal point of entry. The benefits of SDI is that it lowers/eliminates effort towards infrastructure maintenance, allows companies to move focus to other parts of the software, ensures consistence while also allowing for extensibility, remote deployment through configuration without downtime, and allows you to leverage the power of versioning such as git. Advanced capabilities enable the transition from one configuration to another without downtime as mentioned before, by automatically calculating the set of state changes between one configuration and another and an automated transition step between each step, thus achieving the complete change via software.",2520823738980106449,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Software-defined infrastructure'],['Software-defined infrastructure'],set(),set(),0,0,5.71852238649903e-307
65,65,Total cost of ownership,http://dbpedia.org/resource/Total_cost_of_ownership,http://en.wikipedia.org/wiki/Total_cost_of_ownership,"Total cost of ownership (TCO) is a financial estimate intended to help buyers and owners determine the direct and indirect costs of a product or service. It is a management accounting concept that can be used in full cost accounting or even ecological economics where it includes social costs. For manufacturing, as TCO is typically compared with doing business overseas, it goes beyond the initial manufacturing cycle time and cost to make parts. TCO includes a variety of cost of doing business items, for example, ship and re-ship, and opportunity costs, while it also considers incentives developed for an alternative approach. Incentives and other variables include tax credits, common language, expedited delivery, and customer-oriented supplier visits.",5144126179590503352,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Total cost of ownership'],['Total cost of ownership'],set(),set(),0,0,0.047632272652730075
66,66,Federation (information technology),http://dbpedia.org/resource/Federation_(information_technology),http://en.wikipedia.org/wiki/Federation_(information_technology),"A federation is a group of computing or network providers agreeing upon standards of operation in a collective fashion. The term may be used when describing the inter-operation of two distinct, formally disconnected, telecommunications networks that may have different internal structures. The term ""federated cloud"" refers to facilitating the interconnection of two or more geographically separate computing clouds. The term may also be used when groups attempt to delegate collective authority of development to prevent fragmentation. In a telecommunication interconnection, the internal modi operandi of the different systems are irrelevant to the existence of a federation. Joining two distinct networks: 
* Yahoo! and Microsoft announced that Yahoo! Messenger and MSN Messenger would be interoperable. Collective authority: 
* The MIT X Consortium was founded in 1988 to prevent fragmentation in development of the X Window System. 
* OpenID, a form of federated identity. In networking systems, to be federated means users are able to send messages from one network to the other. This is not the same as having a client that can operate with both networks, but interacts with both independently. For example, in 2009, Google allowed GMail users to log into their AOL Instant Messenger (AIM) accounts from GMail. One could not send messages from GTalk accounts or XMPP (which Google/GTalk is federated with—XMPP lingo for federation is s2s, which Facebook and MSN Live's implementations do not support) to AIM screen names, nor vice versa. In May 2011, AIM and Gmail federated, allowing users of each network to add and communicate with each other.",8174928199212313529,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,0.07614163630243091
67,67,Dynamic infrastructure,http://dbpedia.org/resource/Dynamic_infrastructure,http://en.wikipedia.org/wiki/Dynamic_infrastructure,"Dynamic Infrastructure is an information technology concept related to the design of data centers, whereby the underlying hardware and software can respond dynamically and more efficiently to changing levels of demand. In other words, data center assets such as storage and processing power can be provisioned (made available) to meet surges in user's needs. The concept has also been referred to as Infrastructure 2.0 and Next Generation Data Center.",7725195579389902282,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,[],"['Dynamic infrastructure', 'IT infrastructure', 'Virtualization']",set(),set(),0,0,5.8355984966341894e-307
68,68,Software-defined data center,http://dbpedia.org/resource/Software-defined_data_center,http://en.wikipedia.org/wiki/Software-defined_data_center,"Software-defined data center (SDDC; also: virtual data center, VDC) is a marketing term that extends virtualization concepts such as abstraction, pooling, and automation to all data center resources and services to achieve IT as a service (ITaaS).In a software-defined data center, ""all elements of the infrastructure — networking, storage, CPU and security – are virtualized and delivered as a service."" SDDC support can be claimed by a wide variety of approaches. Critics see the software-defined data center as a marketing tool and ""software-defined hype,"" noting this variability. In 2013, an analyst projected that at least some software-defined data center components would experience market growth. The software-defined networking market is expected to be valued at about US$3.7 billion by 2016, compared to US$360 million in 2013. IDC estimates that the software-defined storage market is poised to expand faster than any other storage market.",7158627709101915559,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Software-defined data center'],"['Software-defined data center', 'Software-defined networking']",set(),set(),0,0,5.824955191402366e-307
69,69,Converged infrastructure,http://dbpedia.org/resource/Converged_infrastructure,http://en.wikipedia.org/wiki/Converged_infrastructure,"Converged infrastructure is a way of structuring an information technology (IT) system which groups multiple components into a single optimized computing package. Components of a converged infrastructure may include servers, data storage devices, networking equipment and software for IT infrastructure management, automation and orchestration. IT organizations use converged infrastructure to centralize the management of IT resources, to consolidate systems, to increase resource-utilization rates, and to lower costs. Converged infrastructures foster these objectives by implementing pools of computers, storage and networking resources that can be shared by multiple applications and managed in a collective manner using policy-driven processes. IT vendors and IT industry analysts use various terms to describe the concept of a converged infrastructure. These include ""converged system"", ""unified computing"", ""fabric-based computing"", and ""dynamic infrastructure"".",7908736042732063725,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,"['Converged infrastructure', 'IT infrastructure']","['Converged infrastructure', 'IT infrastructure']",set(),set(),0,0,5.779873906833587e-307
70,70,Software-defined storage,http://dbpedia.org/resource/Software-defined_storage,http://en.wikipedia.org/wiki/Software-defined_storage,"Software-defined storage (SDS) is a marketing term for computer data storage software for policy-based provisioning and management of data storage independent of the underlying hardware. Software-defined storage typically includes a form of storage virtualization to separate the storage hardware from the software that manages it. The software enabling a software-defined storage environment may also provide policy management for features such as data deduplication, replication, thin provisioning, snapshots and backup. Software-defined storage (SDS) hardware may or may not also have abstraction, pooling, or automation software of its own. When implemented as software only in conjunction with commodity servers with internal disks, it may suggest software such as a virtual or global file system. If it is software layered over sophisticated large storage arrays, it suggests software such as storage virtualization or storage resource management, categories of products that address separate and different problems. If the policy and management functions also include a form of artificial intelligence to automate protection and recovery, it can be considered as intelligent abstraction. Software-defined storage may be implemented via appliances over a traditional storage area network (SAN), or implemented as network-attached storage (NAS), or using object-based storage. In March 2014 the Storage Networking Industry Association (SNIA) began a report on software-defined storage.",2620761946818630810,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Software-defined storage'],"['Software-defined storage', 'Hypervisor']",set(),set(),0,0,5.8495216141963355e-307
71,71,Direct-attached storage,http://dbpedia.org/resource/Direct-attached_storage,http://en.wikipedia.org/wiki/Direct-attached_storage,"Direct-attached storage (DAS) is digital storage directly attached to the computer accessing it, as opposed to storage accessed over a computer network (i.e. network-attached storage). DAS consists of one or more storage units such as hard drives, solid-state drives, optical disc drives within an external enclosure. The term ""DAS"" is a retronym to contrast with storage area network (SAN) and network-attached storage (NAS).",4935153076899165064,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Direct-attached storage'],['Direct-attached storage'],set(),set(),0,0,5.827289277615924e-307
72,72,Commercial off-the-shelf,http://dbpedia.org/resource/Commercial_off-the-shelf,http://en.wikipedia.org/wiki/Commercial_off-the-shelf,"Commercial off-the-shelf or commercially available off-the-shelf (COTS) products are packaged or canned (ready-made) hardware or software, which are adapted aftermarket to the needs of the purchasing organization, rather than the commissioning of custom-made, or bespoke, solutions. A related term, Mil-COTS, refers to COTS products for use by the U.S. military. In the context of the U.S. government, the Federal Acquisition Regulation (FAR) has defined ""COTS"" as a formal term for commercial items, including services, available in the commercial marketplace that can be bought and used under government contract. For example, Microsoft is a COTS software provider. Goods and construction materials may qualify as COTS but bulk cargo does not. Services associated with the commercial items may also qualify as COTS, including installation services, training services, and cloud services. COTS purchases are alternatives to custom software or one-off developments – government-funded developments or otherwise. Although COTS products can be used out of the box, in practice the COTS product must be configured to achieve the needs of the business and integrated to existing organizational systems. Extending the functionality of COTS products via custom development is also an option, however this decision should be carefully considered due to the long term support and maintenance implications. Such customized functionality is not supported by the COTS vendor, so brings its own sets of issues when upgrading the COTS product. The use of COTS has been mandated across many government and business programs, as such products may offer significant savings in procurement, development, and maintenance. Motivations for using COTS components include hopes for reduction system whole of life costs. In the 1990s, many regarded COTS as extremely effective in reducing the time and cost of software development. COTS software came with many not-so-obvious tradeoffs— a reduction in initial cost and development time over an increase in software component-integration work, dependency on the vendor, security issues and incompatibilities from future changes.",6605524351968317745,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Commercial off-the-shelf'],[],set(),set(),0,0,5.779518225494507e-307
73,73,IT infrastructure,http://dbpedia.org/resource/IT_infrastructure,http://en.wikipedia.org/wiki/IT_infrastructure,"Information technology infrastructure is defined broadly as a set of information technology (IT) components that are the foundation of an IT service; typically physical components (computer and networking hardware and facilities), but also various software and network components. According to the ITIL Foundation Course Glossary, IT Infrastructure can also be termed as “All of the hardware, software, networks, facilities, etc., that are required to develop, test, deliver, monitor, control or support IT services. The term IT infrastructure includes all of the Information Technology but not the associated People, Processes and documentation.”",3809306066655410782,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['IT infrastructure'],['IT infrastructure'],set(),set(),0,0,5.800137851391957e-307
74,74,Computer hardware,http://dbpedia.org/resource/Computer_hardware,http://en.wikipedia.org/wiki/Computer_hardware,"Computer hardware includes the physical parts of a computer, such as the case, central processing unit (CPU), random access memory (RAM), monitor, mouse, keyboard, computer data storage, graphics card, sound card, speakers and motherboard. By contrast, software is the set of instructions that can be stored and run by hardware. Hardware is so-termed because it is ""hard"" or rigid with respect to changes, whereas software is ""soft"" because it is easy to change. Hardware is typically directed by the software to execute any command or instruction. A combination of hardware and software forms a usable computing system, although other systems exist with only hardware.",5400125857864548296,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Computer hardware'],['Computer hardware'],set(),set(),0,0,0.10282683550230472
75,75,Hypervisor,http://dbpedia.org/resource/Hypervisor,http://en.wikipedia.org/wiki/Hypervisor,"A hypervisor (also known as a virtual machine monitor, VMM, or virtualizer) is a type of computer software, firmware or hardware that creates and runs virtual machines. A computer on which a hypervisor runs one or more virtual machines is called a host machine, and each virtual machine is called a guest machine. The hypervisor presents the guest operating systems with a virtual operating platform and manages the execution of the guest operating systems. Unlike an emulator, the guest executes most instructions on the native hardware. Multiple instances of a variety of operating systems may share the virtualized hardware resources: for example, Linux, Windows, and macOS instances can all run on a single physical x86 machine. This contrasts with operating-system–level virtualization, where all instances (usually called containers) must share a single kernel, though the guest operating systems can differ in user space, such as different Linux distributions with the same kernel. The term hypervisor is a variant of supervisor, a traditional term for the kernel of an operating system: the hypervisor is the supervisor of the supervisors, with hyper- used as a stronger variant of super-. The term dates to circa 1970; IBM coined it for the 360/65 and later used it for the DIAG handler of CP-67. In the earlier CP/CMS (1967) system, the term Control Program was used instead.",1817845673607277269,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,[],"['Hypervisor', 'Virtualization']",set(),set(),0,0,0.07344683190477089
76,76,Virtualization,http://dbpedia.org/resource/Virtualization,http://en.wikipedia.org/wiki/Virtualization,"In computing, virtualization or virtualisation (sometimes abbreviated v12n, a numeronym) is the act of creating a virtual (rather than actual) version of something at the same abstraction level, including virtual computer hardware platforms, storage devices, and computer network resources. Virtualization began in the 1960s, as a method of logically dividing the system resources provided by mainframe computers between different applications. An early and successful example is IBM CP/CMS. The control program CP provided each user with a simulated stand-alone System/360 computer. Since then, the meaning of the term has broadened.",2211829117020236683,related_concept,Hyper-converged infrastructure,2024-11-18 23:15:04.822,['Virtualization'],"['Virtualization', 'Hypervisor']",set(),set(),0,0,0.06174613646788645
77,77,Hyper-converged infrastructure,http://dbpedia.org/resource/Hyper-converged_infrastructure,http://en.wikipedia.org/wiki/Hyper-converged_infrastructure,"Hyperconverged infrastructure (HCI) is a software-defined IT infrastructure that virtualizes all of the elements of conventional ""hardware-defined"" systems. HCI includes, at a minimum, virtualized computing (a hypervisor), software-defined storage, and virtualized networking (software-defined networking). HCI typically runs on commercial off-the-shelf (COTS) servers. The primary difference between converged infrastructure and hyperconverged infrastructure is that in HCI both the storage area network and the underlying storage abstractions are implemented virtually in software (at or via the hypervisor) rather than physically in hardware. Because software-defined elements are implemented in the context of the hypervisor, management of all resources can be federated (shared) across all instances of a hyper-converged infrastructure.",5895259727189308770,main_concept,,2024-11-18 23:15:04.822,['IT infrastructure'],"['IT infrastructure', 'Hyper-converged infrastructure']",set(),set(),0,0,5.691828585896987e-307
